observation_id,source_id,entity_type,entity_id,variable,mean,sd,unit,sex,n,age_summary,measurement_method,value_status,population_compatibility,reference_eligibility,method_context,notes
ward_2009_semitendinosus_pcsa,WARD_2009,UNIT,semitendinosus,PCSA_SOURCE_NATIVE,4.8,2.0,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_semimembranosus_pcsa,WARD_2009,UNIT,semimembranosus,PCSA_SOURCE_NATIVE,18.4,7.5,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_tibialis_anterior_pcsa,WARD_2009,UNIT,tibialis_anterior,PCSA_SOURCE_NATIVE,10.9,3.0,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_extensor_hallucis_longus_pcsa,WARD_2009,UNIT,extensor_hallucis_longus,PCSA_SOURCE_NATIVE,2.7,1.5,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_extensor_digitorum_longus_pcsa,WARD_2009,UNIT,extensor_digitorum_longus,PCSA_SOURCE_NATIVE,5.6,1.7,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_fibularis_longus_pcsa,WARD_2009,UNIT,fibularis_longus,PCSA_SOURCE_NATIVE,10.4,3.8,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_fibularis_brevis_pcsa,WARD_2009,UNIT,fibularis_brevis,PCSA_SOURCE_NATIVE,4.9,2.0,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_soleus_pcsa,WARD_2009,UNIT,soleus,PCSA_SOURCE_NATIVE,51.8,14.9,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_flexor_hallucis_longus_pcsa,WARD_2009,UNIT,flexor_hallucis_longus,PCSA_SOURCE_NATIVE,6.9,2.7,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_flexor_digitorum_longus_pcsa,WARD_2009,UNIT,flexor_digitorum_longus,PCSA_SOURCE_NATIVE,4.4,2.0,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
ward_2009_tibialis_posterior_pcsa,WARD_2009,UNIT,tibialis_posterior,PCSA_SOURCE_NATIVE,14.4,4.9,cm2,MIXED,21,~82.5 y mean,cadaveric architecture + sarcomere normalisation,PUBLISHED_DERIVED,ELDERLY_MIXED,CONTEXT_ONLY,Source-native PCSA,
murray_2000_triceps_combined_pcsa,MURRAY_2000,SOURCE_AGGREGATE,murray_triceps_combined,PCSA_SOURCE_NATIVE,14.9,,cm2,UNRESOLVED,10,adult cadavers,unembalmed cadaver architecture + sarcomere normalisation,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Combined triceps architecture,Do not divide across long/lateral/medial heads.
murray_2000_brachioradialis_pcsa,MURRAY_2000,UNIT,brachioradialis,PCSA_SOURCE_NATIVE,1.2,,cm2,UNRESOLVED,10,adult cadavers,unembalmed cadaver architecture + sarcomere normalisation,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Source-native PCSA,
murray_2000_brachioradialis_opt_fibre,MURRAY_2000,UNIT,brachioradialis,OPTIMAL_FIBRE_LENGTH_MEAN,17.7,,cm,UNRESOLVED,10,adult cadavers,unembalmed cadaver architecture + sarcomere normalisation,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Sarcomere-normalised optimal fibre length,
murray_2000_pronator_teres_opt_fibre,MURRAY_2000,UNIT,pronator_teres,OPTIMAL_FIBRE_LENGTH_MEAN,5.5,,cm,UNRESOLVED,10,adult cadavers,unembalmed cadaver architecture + sarcomere normalisation,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Sarcomere-normalised optimal fibre length,
murray_2000_biceps_long_opt_fibre,MURRAY_2000,SEGMENT,biceps_brachii_long_head,OPTIMAL_FIBRE_LENGTH_MEAN,12.8,,cm,UNRESOLVED,10,adult cadavers,unembalmed cadaver architecture + sarcomere normalisation,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Direct head-specific fibre length,Insufficient alone to derive adult-male segment PCSA because head volume is not resolved.
murray_2000_triceps_long_opt_fibre,MURRAY_2000,SEGMENT,triceps_brachii_long_head,OPTIMAL_FIBRE_LENGTH_MEAN,12.7,,cm,UNRESOLVED,10,adult cadavers,unembalmed cadaver architecture + sarcomere normalisation,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Direct head-specific fibre length,Insufficient for a complete three-head allocation.
delp_2001_rectus_abdominis_opt_fascicle,DELP_TRUNK_2001,UNIT,rectus_abdominis,OPTIMAL_FASCICLE_LENGTH_MEAN,28.3,4.2,cm,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,PUBLISHED_DERIVED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Sarcomere-normalised optimal fascicle length,
delp_2001_rectus_abdominis_pcsa,DELP_TRUNK_2001,UNIT,rectus_abdominis,PCSA_SOURCE_NATIVE,2.6,0.9,cm2,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,PUBLISHED_DERIVED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Source-native PCSA,
delp_2001_quadratus_lumborum_pcsa,DELP_TRUNK_2001,UNIT,quadratus_lumborum,PCSA_SOURCE_NATIVE,2.8,0.5,cm2,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,PUBLISHED_DERIVED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Source-native PCSA,
delp_2001_ql_proximal_fascicle,DELP_TRUNK_2001,UNIT,quadratus_lumborum,REGIONAL_FASCICLE_LENGTH_PROXIMAL,8.5,1.5,cm,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,MEASURED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Regional fascicle length,Keep regional information without creating separate canonical segments.
delp_2001_ql_distal_fascicle,DELP_TRUNK_2001,UNIT,quadratus_lumborum,REGIONAL_FASCICLE_LENGTH_DISTAL,5.6,0.9,cm,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,MEASURED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Regional fascicle length,Keep regional information without creating separate canonical segments.
delp_2001_erector_spinae_pcsa,DELP_TRUNK_2001,SOURCE_AGGREGATE,delp_erector_spinae_combined,PCSA_SOURCE_NATIVE,11.6,1.8,cm2,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,PUBLISHED_DERIVED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Combined erector-spinae PCSA,Do not distribute across iliocostalis/longissimus/spinalis by count.
delp_2001_spinalis_thoracis_fascicle,DELP_TRUNK_2001,UNIT,spinalis_thoracis,FASCICLE_LENGTH_MEAN,6.4,0.6,cm,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,MEASURED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Component fascicle length,
delp_2001_iliocostalis_lumborum_fascicle,DELP_TRUNK_2001,UNIT,iliocostalis_lumborum,FASCICLE_LENGTH_MEAN,14.2,2.1,cm,UNRESOLVED,5,older adult cadavers,cadaveric architectural dissection,MEASURED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Component fascicle length,
lat_2013_whole_fascicle,LATISSIMUS_ARCH_2013,UNIT,latissimus_dorsi,NORMALISED_FASCICLE_LENGTH_MEAN,26.6,0.8,cm,MIXED,12,63 ± 11 y,cadaveric regional architectural analysis,PUBLISHED_DERIVED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Whole-muscle normalised fascicle length,
lat_2013_whole_pcsa,LATISSIMUS_ARCH_2013,UNIT,latissimus_dorsi,PCSA_SOURCE_NATIVE,5.6,0.5,cm2,MIXED,12,63 ± 11 y,cadaveric regional architectural analysis,PUBLISHED_DERIVED,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Whole-muscle PCSA,
lat_2013_lumbopelvic_costal_pcsa_fraction,LATISSIMUS_ARCH_2013,REGION_WITHIN_UNIT,latissimus_dorsi_lumbopelvic_costal_region,RELATIVE_PARENT_PCSA,0.64,,fraction,MIXED,12,63 ± 11 y,cadaveric regional architectural analysis,PUBLISHED_SUMMARY,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Regional contribution,"Real architecture heterogeneity; explicitly not promoted to an upper/lower-lat development segment."
lat_2013_thoracic_pcsa_fraction,LATISSIMUS_ARCH_2013,REGION_WITHIN_UNIT,latissimus_dorsi_thoracic_region,RELATIVE_PARENT_PCSA,0.36,,fraction,MIXED,12,63 ± 11 y,cadaveric regional architectural analysis,PUBLISHED_SUMMARY,OLDER_CADAVER_CONTEXT,CONTEXT_ONLY,Regional contribution,"Research/mechanics annotation only."
liu_2014_fcr_radial_fascicle,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_radialis_radial_compartment,FASCICLE_LENGTH_MEAN,5.30,0.34,cm,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Radial compartment,
liu_2014_fcr_radial_pennation,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_radialis_radial_compartment,PENNATION_MEAN,13.25,0.68,deg,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Radial compartment,
liu_2014_fcr_radial_pcsa,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_radialis_radial_compartment,PCSA_SOURCE_NATIVE,2.48,0.28,cm2,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Radial compartment,
liu_2014_fcr_ulnar_fascicle,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_radialis_ulnar_compartment,FASCICLE_LENGTH_MEAN,4.98,0.21,cm,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_fcr_ulnar_pennation,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_radialis_ulnar_compartment,PENNATION_MEAN,6.80,0.54,deg,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_fcr_ulnar_pcsa,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_radialis_ulnar_compartment,PCSA_SOURCE_NATIVE,1.66,0.19,cm2,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_fcu_radial_fascicle,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_ulnaris_radial_compartment,FASCICLE_LENGTH_MEAN,5.39,0.44,cm,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Radial compartment,Neuromuscular compartment is not identical to My Mettle's anatomical humeral/ulnar-head override.
liu_2014_fcu_radial_pennation,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_ulnaris_radial_compartment,PENNATION_MEAN,13.50,0.71,deg,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Radial compartment,
liu_2014_fcu_radial_pcsa,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_ulnaris_radial_compartment,PCSA_SOURCE_NATIVE,1.85,0.15,cm2,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Radial compartment,
liu_2014_fcu_ulnar_fascicle,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_ulnaris_ulnar_compartment,FASCICLE_LENGTH_MEAN,4.47,0.26,cm,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_fcu_ulnar_pennation,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_ulnaris_ulnar_compartment,PENNATION_MEAN,16.75,1.21,deg,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_fcu_ulnar_pcsa,LIU_2014,REGION_WITHIN_UNIT,flexor_carpi_ulnaris_ulnar_compartment,PCSA_SOURCE_NATIVE,4.21,0.48,cm2,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_pronator_humeral_fascicle,LIU_2014,SEGMENT,pronator_teres_humeral_head,FASCICLE_LENGTH_MEAN,7.65,0.38,cm,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Humeral compartment,Head remains SHARED_PARENT in user state.
liu_2014_pronator_humeral_pennation,LIU_2014,SEGMENT,pronator_teres_humeral_head,PENNATION_MEAN,11.95,1.09,deg,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Humeral compartment,
liu_2014_pronator_humeral_pcsa,LIU_2014,SEGMENT,pronator_teres_humeral_head,PCSA_SOURCE_NATIVE,2.87,0.15,cm2,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Humeral compartment,
liu_2014_pronator_ulnar_fascicle,LIU_2014,SEGMENT,pronator_teres_ulnar_head,FASCICLE_LENGTH_MEAN,5.66,0.43,cm,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_pronator_ulnar_pennation,LIU_2014,SEGMENT,pronator_teres_ulnar_head,PENNATION_MEAN,9.85,0.75,deg,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,MEASURED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
liu_2014_pronator_ulnar_pcsa,LIU_2014,SEGMENT,pronator_teres_ulnar_head,PCSA_SOURCE_NATIVE,0.55,0.05,cm2,UNRESOLVED,10,adult cadavers,neuromuscular-compartment dissection,PUBLISHED_DERIVED,CADAVERIC_CONTEXT,CONTEXT_ONLY,Ulnar compartment,
